歌曲	歌曲	gēqǔ	/song/
歌星	歌星	gēxīng	/singing star/
隔壁	隔壁	gébì	/next door/
革命	革命	gémìng	/revolution/
個人	個人	gèrén	/individual/
個子	個子	gèzi	/height/
各式各樣	各式各樣	gèshìgèyàng	/(of) all kinds and sorts/
各位	各位	gèwèi	/everybody/
根	根	gēn	/root/
根據	根據	gēnjù	/according to/
更加	更加	gèngjiā	/more (than sth else)/
公尺	公尺	gōngchǐ	/meter (unit of length)/
公分	公分	gōngfēn	/centimeter/
公共	公共	gōnggòng	/public/
公克	公克	gōngkè	/gram/
公路	公路	gōnglù	/highway/
功夫	功夫	gōngfu	/skill/
功能	功能	gōngnéng	/function/
工具	工具	gōngjù	/tool/
工業	工業	gōngyè	/industry/
恭喜	恭喜	gōngxǐ	/congratulations/
共同	共同	gòngtóng	/common/
貢獻	貢獻	gòngxiàn	/to contribute/
溝通	溝通	gōutōng	/to join/
購買	購買	gòumǎi	/to purchase/
姑娘	姑娘	gūniáng	/girl/
古	古	gǔ	/ancient/
古代	古代	gǔdài	/ancient times/
古蹟	古蹟	gǔjī	//
古老	古老	gǔlǎo	/ancient/
故意	故意	gùyì	/deliberately/
刮	刮	guā	/to blow (of the wind)/
乖	乖	guāi	/(of a child) obedient, well-behaved/
觀察	觀察	guānchá	/to observe/
觀點	觀點	guāndiǎn	/point of view/
觀念	觀念	guānniàn	/notion/
觀眾	觀眾	guānzhòng	/spectators/
罐	罐	guàn	/variant of 罐[guan4]/
廣播	廣播	guǎngbò	/broadcast/
廣場	廣場	guǎngchǎng	/public square/
廣告	廣告	guǎnggào	/to advertise/
逛	逛	guàng	/to stroll/
逛街	逛街	guàngjiē	/to take a walk/
規矩	規矩	guījǔ	/lit. compass and set square/
規模	規模	guīmó	/scale/
鬼	鬼	guǐ	/ghost/
貴姓	貴姓	guìxìng	/what is your surname?/
櫃子	櫃子	guìzi	/cupboard/
國內	國內	guónèi	/domestic/
國外	國外	guówài	/abroad/
國王	國王	guówáng	/king/
國語	國語	guóyǔ	/Chinese language (Mandarin), emphasizing its national nature/
過日子	過日子	guòrìzi	/to live one's life/
嗨	嗨	hāi	/oh alas/
還好	還好	háihǎo	/not bad/
還要	還要	háiyào	//
海報	海報	hǎibào	/poster/
海灘	海灘	hǎitān	/beach/
海洋	海洋	hǎiyáng	/ocean/
害怕	害怕	hàipà	/to be afraid/
航空	航空	hángkōng	/aviation/
好處	好處	hǎochù	/benefit/
好好	好好	hǎohǎo	/well/
好幾	好幾	hǎojǐ	/several/
好了	好了	hǎole	//
好些	好些	hǎoxiē	/a good deal of/
合唱	合唱	héchàng	/chorus/
合作	合作	hézuò	/to cooperate/
恨	恨	hèn	/to hate/
恨不得	恨不得	hènbude	/wishing one could do sth/
紅包	紅包	hóngbāo	/money wrapped in red as a gift/
紅豆	紅豆	hóngdòu	/azuki bean/
厚	厚	hòu	/thick/
忽然	忽然	hūrán	/suddenly/
糊塗	糊塗	hútú	/muddled/
互相	互相	hùxiāng	/each other/
花心	花心	huāxīn	/fickle (in love affairs)/
滑雪	滑雪	huáxuě	/to ski/
畫家	畫家	huàjiā	/painter/
話說回來	話說回來	huàshuōhuílái	/returning to our main topic,.../
話題	話題	huàtí	/subject (of a talk or conversation)/
化妝品	化妝品	huàzhuāngpǐn	/cosmetic/
壞處	壞處	huàichù	/harm/
環保	環保	huánbǎo	/environmental protection/
回想	回想	huíxiǎng	/to recall/
會場	會場	huìchǎng	/meeting place/
會話	會話	huìhuà	/conversation/
會議	會議	huìyì	/meeting/
婚禮	婚禮	hūnlǐ	/wedding ceremony/
婚姻	婚姻	hūnyīn	/matrimony/
混亂	混亂	hùnluàn	/confusion/
或許	或許	huòxǔ	/perhaps/
基本	基本	jīběn	/basic/
基礎	基礎	jīchǔ	/base/
基督教	基督教	jīdūjiào	/Christianity/
激動	激動	jīdòng	/to move emotionally/
激烈	激烈	jīliè	/intense/
積極	積極	jījí	/active/
機器	機器	jīqì	/machine/
及	及	jí	/and/
極了	極了	jíle	/extremely/
擠	擠	jǐ	/to crowd in/
既	既	jì	/already/
記錄	記錄	jìlù	/to record/
記憶	記憶	jìyì	/to remember/
季節	季節	jìjié	/time/
紀念	紀念	jìniàn	/to commemorate/
技巧	技巧	jìqiǎo	/skill/
繼續	繼續	jìxù	/to continue/
加強	加強	jiāqiáng	/to reinforce/
加入	加入	jiārù	/to become a member/
加上	加上	jiāshàng	/plus/
加油	加油	jiāyóu	/to add oil/
家鄉	家鄉	jiāxiāng	/hometown/
家長	家長	jiāzhǎng	/head of a household/
假如	假如	jiǎrú	/if/
假裝	假裝	jiǎzhuāng	/to feign/
假日	假日	jiàrì	/holiday/
價值	價值	jiàzhí	/value/
肩膀	肩膀	jiānbǎng	/shoulder/
堅持	堅持	jiānchí	/to persevere with/
堅強	堅強	jiānqiáng	/staunch/
減	減	jiǎn	/to lower/
減輕	減輕	jiǎnqīng	/to lighten/
減少	減少	jiǎnshǎo	/to lessen/
簡直	簡直	jiǎnzhí	/simply/
建立	建立	jiànlì	/to establish/
建設	建設	jiànshè	/to build/
建議	建議	jiànyì	/to propose/
將來	將來	jiānglái	/in the future/
講價	講價	jiǎngjià	/to bargain (over price)/
講究	講究	jiǎngjiu	/to pay particular attention to/
獎學金	獎學金	jiǎngxuéjīn	/scholarship/
降低	降低	jiàngdī	/to reduce/
醬油	醬油	jiàngyóu	/soy sauce/
交流	交流	jiāoliú	/to exchange/
交友	交友	jiāoyǒu	/to make friends/
驕傲	驕傲	jiāoào	/pride/
郊區	郊區	jiāoqū	/suburban district/
角度	角度	jiǎodù	/angle/
角色	角色	jiǎo	/role/
教材	教材	jiàocái	/teaching material/
教導	教導	jiàodǎo	/to instruct/
教法	教法	jiàofǎ	/teaching method/
教練	教練	jiàoliàn	/instructor/
教授	教授	jiàoshòu	/professor/
教訓	教訓	jiàoxun	/lesson/
教育	教育	jiàoyù	/to educate/
接觸	接觸	jiēchù	/to touch/
接受	接受	jiēshòu	/to accept/
接著	接著	jiēzhe	/to catch and hold on/
結果	結果	jiéguǒ	/to bear fruit/
結局	結局	jiéjú	/conclusion/
節日	節日	jiérì	/holiday/
解決	解決	jiějué	/to settle (a dispute)/
姊妹	姊妹	jiěmèi	/(older and younger) sisters/
僅	僅	jǐn	/barely/
儘管	儘管	jǐnguǎn	/despite/
盡	盡	jìn	/to use up/
進行	進行	jìnxíng	/to advance/
進一步	進一步	jìnyíbù	/one step further/
經費	經費	jīngfèi	/funds/
精神	精神	jīngshén	/spirit/
驚訝	驚訝	jīngyà	/amazed/
酒吧	酒吧	jiǔbā	/bar/
舅舅	舅舅	jiùjiu	/mother's brother/
舅媽	舅媽	jiùmā	/(coll.) aunt/
就是	就是	jiùshì	/(emphasizes that sth is precisely or exactly as stated)/
就算	就算	jiùsuàn	/granted that/
就要	就要	jiùyào	/will/
居住	居住	jūzhù	/to reside/
橘子	橘子	júzi	/tangerine/
舉	舉	jǔ	/to lift/
舉辦	舉辦	jǔbàn	/to conduct/
舉手	舉手	jǔshǒu	/to raise a hand/
舉行	舉行	jǔxíng	/to hold (a meeting, ceremony etc)/
聚	聚	jù	/to congregate/
劇本	劇本	jùběn	/script for play, opera, movie etc/
劇情	劇情	jùqíng	/story line/
拒絕	拒絕	jùjué	/to refuse/
距離	距離	jùlí	/distance/
具有	具有	jùyǒu	/to have/
絕對	絕對	juéduì	/absolute/
軍隊	軍隊	jūnduì	/army/
軍人	軍人	jūnrén	/serviceman/
卡車	卡車	kǎchē	/truck/
開放	開放	kāifàng	/to bloom/
開花	開花	kāihuā	/to bloom/
開朗	開朗	kāilǎng	/spacious and well-lit/
開玩笑	開玩笑	kāiwánxiào	/to play a joke/
看不起	看不起	kànbuqǐ	/to look down upon/
看法	看法	kànfǎ	/way of looking at a thing/
看起來	看起來	kànqǐlái	/seemingly/
棵	棵	kē	/classifier for trees, cabbages, plants etc/
刻	刻	kè	/quarter (hour)/
科技	科技	kējì	/science and technology/
可靠	可靠	kěkào	/reliable/
可樂	可樂	kělè	/amusing/
可惡	可惡	kěwù	/repulsive/
可惜	可惜	kěxí	/it is a pity/
渴望	渴望	kěwàng	/to thirst for/
克服	克服	kèfú	/(try to) overcome (hardships etc)/
課程	課程	kèchéng	/course/
課堂	課堂	kètáng	/classroom/
課文	課文	kèwén	/text/
客滿	客滿	kèmǎn	/to have a full house/
肯	肯	kěn	/to agree/
肯定	肯定	kěndìng	/to be certain/
空間	空間	kōngjiān	/space/
空軍	空軍	kōngjūn	/air force/
恐怕	恐怕	kǒngpà	/fear/
口袋	口袋	kǒudài	/pocket/
口味	口味	kǒuwèi	/a person's preferences/
誇張	誇張	kuāzhāng	/to exaggerate/
快要	快要	kuàiyào	/almost/
寬	寬	kuān	/lenient/
況且	況且	kuàngqiě	/moreover/
困難	困難	kùnnán	/difficult/
擴大	擴大	kuòdà	/to expand/
拉肚子	拉肚子	lādùzi	/(coll.) to have diarrhea/
啦	啦	la	/(onom.) sound of singing, cheering etc/
來不及	來不及	láibùjí	/there's not enough time (to do sth)/
來得及	來得及	láidejí	/there's still time/
浪漫	浪漫	làngmàn	/romantic/
老公	老公	lǎogōng	/(coll.) husband/
老虎	老虎	lǎohǔ	/tiger/
老婆	老婆	lǎopo	/(coll.) wife/
老實	老實	lǎoshi	/honest/
老是	老是	lǎoshì	/always/
樂觀	樂觀	lèguān	/optimistic/
樂趣	樂趣	lèqù	/delight/
垃圾	垃圾	lèsè	/trash/
淚	淚	lèi	/tears/
類	類	lèi	/kind/
冷淡	冷淡	lěngdàn	/cold/
離婚	離婚	líhūn	/to divorce/
裡邊	裡邊	lǐbiān	/inside/
理解	理解	lǐjiě	/to comprehend/
理論	理論	lǐlùn	/theory/
理想	理想	lǐxiǎng	/an ideal/
裏面	裏面	lǐmiàn	//
禮堂	禮堂	lǐtáng	/assembly hall/
力量	力量	lìlìang	/power/
厲害	厲害	lìhai	/difficult to deal with/
立刻	立刻	lìkè	/forthwith/
例如	例如	lìrú	/for example/
例子	例子	lìzi	/case/
利益	利益	lìyì	/benefit/
利用	利用	lìyòng	/to exploit/
連	連	lián	/to link/
連續劇	連續劇	liánxùjù	/serialized drama/
戀愛	戀愛	liànài	/(romantic) love/
良好	良好	liánghǎo	/good/
了不起	了不起	liǎobuqǐ	/amazing/
靈魂	靈魂	línghún	/soul/
零錢	零錢	língqián	/change (of money)/
零用錢	零用錢	língyòngqián	/pocket money/
領導	領導	lǐngdǎo	/lead/
領域	領域	lǐngyù	/domain/
令	令	lìng	/classifier for a ream of paper/
流汗	流汗	liúhàn	/to sweat/
流血	流血	liúxiě	/to bleed/
留學	留學	liúxué	/to study abroad/
留學生	留學生	liúxuéshēng	/student studying abroad/
龍	龍	lóng	/dragon/
錄取	錄取	lùqǔ	/to accept an applicant (prospective student, employee etc) who passes an entrance exam/
錄音	錄音	lùyīn	/to record (sound)/
露營	露營	lùyíng	/to camp out/
輪胎	輪胎	lúntāi	/tire/
旅客	旅客	lǚkè	/traveler/
律師	律師	lǜshī	/lawyer/
馬桶	馬桶	mǎtǒng	/chamber pot/
碼頭	碼頭	mǎtou	/dock/
螞蟻	螞蟻	mǎyǐ	/ant/
罵	罵	mà	/to scold/
嘛	嘛	ma	/modal particle indicating that sth is obvious/
滿足	滿足	mǎnzú	/to satisfy/
慢慢	慢慢	mànmàn	/slowly/
慢跑	慢跑	mànpǎo	/jogging/
慢用	慢用	mànyòng	/same as 慢慢吃[man4 man4 chi1]/
毛病	毛病	máobìng	/fault/
貿易	貿易	màoyì	/(commercial) trade/
沒什麼	沒什麼	méishénme	/nothing/
沒想到	沒想到	méixiǎngdào	/didn't expect/
玫瑰	玫瑰	méigui	/rugosa rose (shrub) (Rosa rugosa)/
美好	美好	měihǎo	/beautiful/
夢	夢	mèng	/dream/
迷路	迷路	mílù	/to lose the way/
迷人	迷人	mírén	/fascinating/
米飯	米飯	mǐfàn	/(cooked) rice/
米粉	米粉	mǐfěn	/rice flour/
秘	秘	mìmì	/secret/
密切	密切	mìqiè	/close/
免費	免費	miǎnfèi	/free (of charge)/
面積	面積	miànjī	/area (of a floor, piece of land etc)/
面前	面前	miànqián	/in front of/
麵條	麵條	miàntiáo	/noodles/
描寫	描寫	miáoxiě	/to describe/
秒	秒	miǎo	/second (unit of time)/
廟	廟	miào	/temple/
民國	民國	mínguó	/Republic of China (1912-1949)/
民族	民族	mínzú	/nationality/
名詞	名詞	míngcí	/noun/
明白	明白	míngbái	/clear/
明顯	明顯	míngxiǎn	/clear/
明星	明星	míngxīng	/star/
摸	摸	mō	/to feel with the hand/
摩托車	摩托車	mótuōchē	/motorbike/
陌生	陌生	mòshēng	/strange/
某	某	mǒu	/some/
木	木	mù	/tree/
木頭	木頭	mùtou	/slow-witted/
目的	目的	mùdì	/purpose/
目前	目前	mùqián	/at the present time/
拿手	拿手	náshǒu	/expert in/
哪些	哪些	nǎxiē	/which ones?/
那樣	那樣	nàyàng	/that kind/
奶茶	奶茶	nǎichá	/milk tea/
耐心	耐心	nàixīn	/to be patient/
南方	南方	nánfāng	/south/
難怪	難怪	nánguài	/(it's) no wonder (that...)/
難看	難看	nánkàn	/ugly/
腦子	腦子	nǎozi	/brains/
鬧鐘	鬧鐘	nàozhōng	/alarm clock/
內容	內容	nèiróng	/content/
能夠	能夠	nénggòu	/to be capable of/
能力	能力	nénglì	/capability/
年代	年代	niándài	/a decade of a century (e.g. the Sixties)/
年齡	年齡	niánlíng	/(a person's) age/
年年	年年	niánnián	/year after year/
念書	念書	niànshū	/to read/
農業	農業	nóngyè	/agriculture/
女士	女士	nǚshì	/lady/
喔	喔	ō	/I see/
哦	哦	ó	/to chant/
噢	噢	yǔ	/Oh!/
拍	拍	pāi	/to pat/
牌子	牌子	páizi	/sign/
盼望	盼望	pànwàng	/to hope for/
陪	陪	péi	/to accompany/
培養	培養	péiyǎng	/to cultivate/
配	配	pèi	/to join/
配合	配合	pèihé	/matching/
碰	碰	pèng	/old variant of 碰[peng4]/
碰到	碰到	pèngdào	/to come across/
碰上	碰上	pèngshàng	/to run into/
批評	批評	pīpíng	/to criticize/
皮帶	皮帶	pídài	/strap/
皮膚	皮膚	pífū	/skin/
皮鞋	皮鞋	píxié	/leather shoes/
篇	篇	piān	/sheet/
騙子	騙子	piànzi	/swindler/
品質	品質	pǐnzhí	/character/
坪	坪	píng	/a plain/
平安	平安	píngān	/safe and sound/
平等	平等	píngděng	/equal/
平時	平時	píngshí	/ordinarily/
平原	平原	píngyuán	/field/
瓶子	瓶子	píngzi	/bottle/
破	破	pò	/broken/
破壞	破壞	pòhuài	/destruction/
葡萄	葡萄	pútao	/grape/
普遍	普遍	pǔbiàn	/universal/
欺負	欺負	qīfù	/to bully/
其次	其次	qícì	/next/
其實	其實	qíshí	/actually/
其中	其中	qízhōng	/among/
期間	期間	qíjiān	/period of time/
氣溫	氣溫	qìwēn	/air temperature/
汽水	汽水	qìshuǐ	/soda/
企業	企業	qìyè	/company/
簽名	簽名	qiānmíng	/to sign (one's name with a pen etc)/
簽證	簽證	qiānzhèng	/visa/
謙虛	謙虛	qiānxū	/modest/
前年	前年	qiánnián	/the year before last/
淺	淺	qiǎn	/sound of moving water/
強盜	強盜	qiángdào	/to rob (with force)/
強調	強調	qiángdiào	/to emphasize (a statement)/
搶	搶	qiǎng	/to fight over/
親切	親切	qīnqiè	/amiable/
親手	親手	qīnshǒu	/personally/
親眼	親眼	qīnyǎn	/with one's own eyes/
親自	親自	qīnzì	/personally/
青年	青年	qīngnián	/youth/
青少年	青少年	qīngshàonián	/adolescent/
輕鬆	輕鬆	qīngsōng	/light/
情人	情人	qíngrén	/lover/
情況	情況	qíngkuàng	/circumstances/
情形	情形	qíngxíng	/circumstances/
請教	請教	qǐngjiào	/to ask for guidance/
請求	請求	qǐngqiú	/to request/
窮	窮	qióng	/poor/
球場	球場	qiúchǎng	/stadium/
球賽	球賽	qiúsài	/sports match/
球員	球員	qiúyuán	/sports club member/
取代	取代	qǔdài	/to replace/
去世	去世	qùshì	/to pass away/
全球	全球	quánqiú	/entire/
全身	全身	quánshēn	/whole body/
缺點	缺點	quēdiǎn	/weak point/
卻	卻	què	/but/
確定	確定	quèdìng	/definite/
確認	確認	quèrèn	/to confirm/
熱狗	熱狗	règǒu	/hot dog (loanword)/
熱水	熱水	rèshuǐ	/hot water/
人家	人家	rénjiā	/household/
人間	人間	rénjiān	/the human world/
人口	人口	rénkǒu	/population/
人類	人類	rénlèi	/humanity/
人們	人們	rénmen	/people/
人民	人民	rénmín	/the people/
人人	人人	rénrén	/everyone/
